n1	t	n2
longueur V	S_1^usual	athlète N, fém
longueur V	S_1^usual	athlète N, masc
furieusement II	Syn_∩	beaucoup II
en tous points	Syn_∩	complètement II
Les jours se suivent et ne se ressemblent pas.	Anc	temps I.1
empiler	S_0	empilage II
empilage I	V_0	empiler
monceau	Syn_∩	colline II
pyramide I.1	CausFunc_0	construire I
à l’endroit	CausPred	mettre I.1a
à l’endroit	Anti	à l’envers I
à l’envers I	Anti_∩	à l’endroit
à l’envers I	CausPred	mettre I.1a
désaltérer	Syn_∩	boire V I.1
siroter	Syn_⊂	boire V I.1
lamper	Syn_⊂	boire V I.1
vieux continent	Syn_∩	Europe I
vieux continent	Contr	Nouveau Monde
Nouveau Monde	Contr	vieux continent
continent noir	Syn_∩	Afrique
musique I.2a	Qual_1	mélomane Adj
musique I.2a	Real_1	écouter I
musique I.2a	S_1	auditeur
musique I.2a	S_1	auditrice
musique I.2a	S_instr	instrument de musique
musique I.2a	Syn	zique
musique I.2a	Syn	zizique
musique I.2a	Hypo	musique classique I.1
musique I.2a	Hypo	musique classique I.2
musique I.2a	EnunPredBon	La musique adoucit les mœurs.
boire N, masc	Syn_⊂	boisson I
boire du petit-lait	Syn_∩	savourer II
démanger	Syn_∩	chatouiller I.1
proprement I.2	Anti	salement I.2
proprement I.2	A_0	propre Adj 1 II.2
se prononcer	Syn_∩	s’exprimer I.2
s’exprimer I.2	Syn_∩	se prononcer
s’exprimer II	Syn_∩	se manifester II
taille 2 II	Syn_∩	longueur III.1
râtelier	Syn_∩	mangeoire
enragé I	Gener	malade Adj I.1a
à longueur	Syn_∩	pendant Prép 1
consommer II.1	Syn_∩	utiliser I.2
sur la même longueur d’onde	Syn_∩	d’accord 1
saut en longueur	Syn	longueur V
tenir la longueur	Syn_∩	durer II
pissenlit	Gener	plante 1
traîner en longueur	Syn_∩	durer II
claquer I	Syn_∩	retentir I
goût de bouchon	A_1	bouchonné
système d’alarme	Syn	alarme II
alarme II	Syn	système d’alarme
alarme II	A_2Fact_2	sous II.2
conter	Syn_∩	raconter
bureau II.2a	Syn_∩	travail 1 I.2
bureau II.2a	Syn_∩	boîte II.1
bureau II.2a	Gener	lieu de travail
bureau II.2a	SingS_1	employé N
bureau II.2a	SingS_1	employée
bureau II.2a	SingS_1	collègue N, masc
bureau II.2a	SingS_1	collègue N, fém
bureau II.2a	Caus_1Real_1	aller V I.1a
bureau II.2a	Caus_1Real_1	se rendre II
bureau II.2a	Real_1	travailler I.1
bureau II.2a	Cap	chef N, masc I.1
bureau II.2a	Cap	directeur N
bureau II.2a	S_1	personnel N a
bureau II.2a	FinReal_1	quitter II.1a
bureau II.2a	FinReal_1	sortir I.3
mufle	Syn_⊂	nez I.b
groin	Syn_⊂	nez I.b
truffe	Syn_⊂	nez I.b
ne ressembler à aucun autre	A_1	unique II
comme un frère	Syn_∩	beaucoup II
comme un frère	Syn_∩	énormément 1
comme une sœur	Syn_∩	beaucoup II
comme une sœur	Syn_∩	énormément 1
africain Adj	S_0	Afrique
Afrique	A_0	africain Adj
Afrique	Syn_∩	continent noir
Afrique	Gener	continent I.1
Afrique	S_1	Africain N
Afrique	S_1	Africaine
Africain N	Syn_⊃^sex	Africaine
Africaine	Syn_⊂^sex	Africain N
prêcher I.2	S_res	prêche
Amérique du Nord	A_0	nord-américain Adj 1
Amérique du Nord	Contr	Amérique du Sud
Amérique du Sud	A_0	sud-américain Adj 1
Amérique du Sud	Contr	Amérique du Nord
arctique Adj	S_0	Arctique N
Arctique N	A_0	arctique Adj
antarctique Adj	S_0	Antarctique N
Antarctique N	A_0	antarctique Adj
Antarctique N	Gener	continent I.1
Du vent !	Syn_∩	Du balai !
Du vent !	Syn_∩	Circulez, il n’y a rien à voir I
Du vent !	Syn_∩	Ouste !
Australie 1	A_0	australien Adj I
Australie 1	A_1⊃	aborigène Adj
Australie 1	S_1⊃	Aborigène N, masc b
Australie 1	S_1⊃	Aborigène N, fém b
Australie 1	Gener	continent I.1
Australie 2	Gener	pays I.1a
Australie 2	A_0	australien Adj II.1
Australie 2	SingS_1	Australien N
Australie 2	SingS_1	Australienne
Australie 2	A_1	australien Adj II.2
Australie 2	S_1	Australie 2
Australie 2	Contr	Nouvelle-Zélande
bouverie	Syn_∩	étable
garder I.b	Syn_∩	conserver I
enculer	S_1	enculeur
enculer	S_1	enculeuse
bovinés	Syn	bœuf 1 I.2
bovidés	Syn_⊃	bœuf 1 I.2
lourdaud	Syn_∩	bœuf 1 II
Noël 1	Redun	chrétien Adj 1
Noël 1	Gener	date I
Noël 1	Gener	jour II.1
Noël 1	Gener	journée
Noël 1	A_0	de Noël
Noël 1	S_2	année 2a
Noël 1	S_loc^temp	décembre
jam-session	Syn	jam
jam-session	Syn	bœuf 2
beau monde I.1	Syn_∩	haute société
beau monde I.2	Syn_⊂	gens
tout ce beau monde	Syn_⊂	tout le monde
jam	Syn	jam-session
jam	Syn	bœuf 2
génital	Syn_∩	reproducteur
nord-américain Adj 1	S_0	Amérique du Nord
Nord-Américain N	Syn_⊃^sex	Nord-Américaine
Nord-Américaine	Syn_⊂^sex	Nord-Américain N
malpropre II.1	Syn_∩	sale Adj II.1
malpropre II.2	Syn_∩	sale Adj II.2
malpropre I.2	Syn_∩	sale Adj I.2
malpropre IV	Syn_∩	sale Adj IV
malpropre V.1	Syn_∩	sale Adj V.1
Australien N	Syn_⊃^sex	Australienne
malpropre V.2	Syn_∩	sale Adj V.2
malpropre V.2	Syn_∩	cracra VI.2
impro	Syn_∩	bœuf 2
impro	Syn	improvisation
Australienne	Syn_⊂^sex	Australien N
improvisation	Syn_∩	bœuf 2
improvisation	Syn	impro
australien Adj II.2	S_1Pred	Australien N
australien Adj II.2	S_1Pred	Australienne
australien Adj II.1	S_0	Australie 2
Aborigène N, masc b	Syn_⊃^sex	Aborigène N, fém b
Aborigène N, fém b	Syn_⊂^sex	Aborigène N, masc b
océanien	Syn_∩	marin Adj I
Océanie	Gener	continent I.1
Océanie	A_0	océanien
eurasien 1	S_0	Eurasie
Eurasie	A_0	eurasien 1
malpropre II.3	Syn_∩	sale Adj II.3
malpropre III	Syn_∩	sale Adj III
choriste N, masc	Syn_⊃^sex	choriste N, fém
choriste N, fém	Syn_⊂^sex	choriste N, masc
pièce V.2b	Syn_⊂	œuvre II.b
pièce II.5a-2	Syn_⊂	morceau I.1a
pièce I.1	Syn_⊂	objet I.1
pièce II.1a	Syn_∩	unité III
gorge chaude	SingS_1	rapace I
bœuf musqué	Gener	animal N I.1a
bœuf stroganoff	Gener	plat N II
monter I.3	Anti_∩	descendre I
bœuf carotte II	Syn_∩	inspecteur
pièce II.1b	Syn_∩	demi-pièce 1
cœur de bœuf	Syn_⊂	tomate I.1
cœur de bœuf	Cf	tomate cerise
cœur de bœuf	Gener	variété II
descendre I	Anti_∩	monter I.3
pièce V.1	Syn_∩	document 1
sécher III.1	Anti	humidifier
foie de bœuf	Gener	champignon I.1
essuie-verre	Syn_∩	torchon I
garde-bœuf	Gener	oiseau a
garde-bœuf	Gener	oiseaux b
essuie-main	Syn_⊂	serviette I.1
dresser I	A_2Perf	vertical I
dresser I	A_2Perf	droit Adj 1 II
mettre la charrue avant les bœufs	Syn_⊂	anticiper II.1
lieu de travail	S_1	travailleur N
mouche V	S_1	cible I.1
rage II	Syn_⊂	colère a
sud-américain Adj 1	S_0	Amérique du Sud
Sud-Américain N	Syn_⊃^sex	Sud-Américaine
Sud-Américaine	Syn_⊂^sex	Sud-Américain N
États-Unis	Syn	Amérique 2
États-Unis	Syn	USA
États-Unis	Redun	Amérique 1
États-Unis	Gener	pays I.1a
États-Unis	A_0	états-unien Adj I
États-Unis	A_1	états-unien Adj II
États-Unis	SingS_1	Américain N II.1
États-Unis	SingS_1	Américaine 2
États-Unis	SingS_1	États-unien N
États-Unis	SingS_1	États-unienne
États-Unis	S_1	États-Unis
USA	Syn	Amérique 2
USA	Syn	États-Unis
plein Adj I.2	Syn_∩	beaucoup I.1
pièce IV	Syn_∩	aspect II
mélodie I.1b	Mero	mélodie I.1a
pique-bœuf	Gener	oiseau a
pique-bœuf	Gener	oiseaux b
longueur IV.4	S_1	vin I.1
longueur IV.4	Syn_∩	persistance
dévorer II.2	Syn_⊂	lire V 1
dévorer II.3	Syn_⊂	regarder I
long Adj III.3	S_0Pred	longueur IV.4
long Adj III.3	Anti	court Adj III.2
long Adj III.3	S_1Pred	vin I.1
sprint II	Syn_⊂	course 1 III.a
sprint II	S_1	sprinter N
sprint II	S_1	sprinteuse
sprint II	Gener	épreuve 1 II.1
sprint II	Gener	évènement sportif
pièce d’eau	Syn_∩	plan d’eau
pièce d’eau	Syn_⊂	étendue d’eau
poids III	Redun	poitrine 4
poids III	Oper_1	avoir V II
poids III	LiquOper_1	enlever I.1
poids III	LiquOper_1	ôter I.1
sprint I.2	S_1^prototyp	coureur N I
sprint I.2	S_1^prototyp	coureuse I
sprint I.2	S_1^prototyp	coureur N II
sprint I.2	S_1^prototyp	coureuse II
sprint I.2	S_1^usual	sprinter N
sprint I.2	S_1^usual	sprinteuse
sprint I.2	CausFunc_0	lancer V VI.1
sprint I.2	Adv_1	à IV.1a
Amérique 1	Gener	continent I.1
Amérique 1	A_0	américain Adj I.1
Amérique 1	SingS_1	Américain N I
Amérique 1	SingS_1	Américaine 1
Amérique 2	Syn	États-Unis
Amérique 2	Syn	USA
Amérique 2	Gener	pays I.1a
Amérique 2	A_0	américain Adj II.1
Amérique 2	SingS_1	Américain N II.1
Amérique 2	A_1	américain Adj II.2
Amérique 2	S_1	Amérique 2
long N	Syn	longueur I.2
de long	Contr	de large
revenir II.2	Syn_∩	se rétracter
piquer IV.2	Syn_⊂	aller V I.1a
musique I.2b	Syn_⊂	œuvre II.b
musique I.2b	S_1	compositeur
musique I.2b	S_1	compositrice
musique I.2b	S_2	auditeur
musique I.2b	S_2	auditrice
musique I.2b	S_instr	instrument de musique
musique I.2b	Real_2	écouter I
de ministre	Syn_∩	chargé III
avaler son chapeau	Syn	manger son chapeau
avaler son chapeau	Syn_∩	revenir II.1
ouverture III	Syn_∩	largeur II
largeur II	Syn_∩	ouverture III
accaparer II.2	Syn_∩	monopoliser II.2
mélomane Adj	S_1Pred	mélomane N, masc
mélomane Adj	S_1Pred	mélomane N, fém
nº 2	Syn	numéro I.2
athlétisme	A_0	athlétique I.1
nº 1	Syn	numéro I.1
pièce I.2	Syn	fragment I
pièce I.2	Syn_⊂	morceau I.1a
nº 3	Syn	numéro I.3
pièce II.3	Syn_∩	pion 2
nº 4	Syn	numéro I.4a
pièce II.5b	Syn_⊃	coudière
pièce II.5b	Syn_⊃	genouillère
court Adj III.2	S_1Pred	vin I.1
court Adj III.2	Anti	long Adj III.3
pièce II.4	Syn_⊂	élément I.1
pousser I.1b	Anti	tirer I.2
crocodile II	Gener	cuir
crocodile II	Syn	croco
pousser I.3	Syn_∩	ouvrir I.1
pousser II	Syn_⊂	déplacer I.2
pousser III.2	Syn_∩	émettre II.1
pousser III.2	Syn_∩	faire II.1
pousser IV.1	Syn_∩	conduire IV.2
pousser IV.1	Syn_∩	inviter II.b
pousser IV.1	Syn_∩	aiguillonner II.1
pousser IV.1	Syn_⊂	causer 1 a
conduire I.1	Syn_∩	amener I
conduire I.1	Syn_∩	diriger I.1
conduire I.1	S_0	conduite I
conduire IV.2	Syn_∩	pousser IV.1
conduire IV.2	Syn_∩	amener II
conduire IV.2	Syn_∩	encourager II
pousser V.1	Syn_∩	aller V III.2b
pousser V.1	Syn_∩	oser
pousser V.1	Syn_∩	se permettre
pousser le bouchon trop loin	Syn_∩	exagérer III
pousser le bouchon trop loin	Syn_∩	pousser V.2
pousser le bouchon trop loin	Syn_∩	charrier II.2
piquer V.3	Syn_∩	faire II.1
chatte III.2	Syn	bol 2 I
chatte III.2	Syn	cul III
chatte III.2	Syn	chance 1
chatte III.2	Syn	pot 2
pièce III.b	S_1^prototyp	appartement 1
pièce III.b	S_1^prototyp	maison I.1
se renverser	S_0	renversement I.2
renversement I.2	V_0	se renverser
renversement I.2	Caus	renverser I.4
renversement II	V_0	renverser II
raccourcir IV	Anti	s’allonger 1 I.1
carburéacteur	Syn_∩	kérosène
carburéacteur	Syn_⊂	carburant
carburéacteur	Syn_⊂	combustible N
kérosène	Syn_∩	carburant
kérosène	Syn_∩	carburéacteur
kérosène	Syn_⊂	combustible N
pièce II.1c	Syn_∩	morceau I.1c
carlingue	Syn_∩	fuselage
fuselage	Syn_∩	carlingue
augmenter III	Anti	diminuer II.2
diminuer II.2	Anti	augmenter III
descendre II.2	Anti_∩	monter I.1b
réduire II.1	Syn	diminuer II.1
réduire II.1	Syn	raccourcir II
réacteur II	Syn_⊂	moteur N
lent I.2	Anti	rapide Adj I.2
rapide Adj I.2	Anti	lent I.2
rapide Adj I.2	Magn	bien Adv 2b
rapide Adj I.2	Magn	très
rapide Adj I.2	Magn	comme l’éclair
rapide Adj I.2	Magn	comme le vent I
rapide Adj I.2	AntiMagn	moyennement
rapide Adj I.2	AntiMagn	peu II
rapide Adj I.2	Syn_∩	leste 2
rapide Adj I.2	Syn_∩	preste 2
rapide Adj I.2	Syn_∩	vif I.1
rapide Adj I.2	S_0Pred	rapidité II.1
aux pièces II	Syn_∩	pressé 1
service trois pièces	Syn_⊂	sexe II.1
service trois pièces	Syn_∩	bijoux de famille
mélomane N, masc	Syn_⊃^sex	mélomane N, fém
mélomane N, masc	Bon	fin Adj III.1b
large Adj I.1	Contr	long Adj I.1
mélomane N, fém	Syn_⊂^sex	mélomane N, masc
mélomane N, fém	Bon	fin Adj III.1b
renverser II	S_0	renversement II
renverser I.2	S_0∩	renversement I.1
renverser I.2	Syn_∩	bousculer I.2
renverser I.3	S_2∩	accidenté N
renverser I.3	S_2∩	accidentée
renverser I.3	A_2∩	accidenté Adj
renverser I.3	Conv_21	passer I.2
comme un jour sans pain	Syn_⊂	très
comme un jour sans pain	Syn_∩	infiniment II
de long en large	Syn_∩	à droite et à gauche I
de long en large	Syn_∩	partout I
musique classique I.1	Gener	musique I.2a
à la longue	Syn_∩	finalement I
à la longue	Syn_∩	pour finir
crocodile III	S_loc	rails I.1
de longue haleine	Syn_∩	à long terme
de toutes pièces	Syn_∩	de pièces et de morceaux
passer I.2	Conv_21	renverser I.3
tout d’une pièce I.1	Syn_∩	uniformément
tout d’une pièce I.2	Syn_∩	entier Adj II
tout d’une pièce II	Syn_∩	raide Adj I.2
zique	Syn	musique I.2a
zique	Syn	zizique
entier Adj II	Syn_∩	inébranlable
commerce II	Syn_∩	magasin
convoquer	Syn_⊂	appeler I.1
bac 1 I	Gener	examen III
bac 1 I	Syn	bachot
bac 1 I	Syn	baccalauréat
bac 1 I	S_1⊃	bachelier
bac 1 I	S_1⊃	bachelière
baccalauréat	Syn	bac 1 I
baccalauréat	Syn	bachot
examen III	Hypo	bac 1 I
bac 1 II	Gener	épreuve 1 II.2
pièce rapportée I.2	A_1∩	illégitime II
secrétaire N, masc II	Syn_∩	bureau I
secrétaire N, masc II	Gener	meuble N I.1a
secrétaire N, masc II	Gener	pièce d’ameublement
épreuve 1 II.2	Hypo	bac 1 II
mesure 1 I.1b	Syn_∩	dimension 1
rapporté	Anti_∩	intégré I
pièce rapportée I.1	A_1∩	illégitime I.2
pièce rapportée I.1	Syn_∩	bâtard N
pièce rapportée I.1	Syn_∩	bâtarde
distance II	A_1	distant II.a
emporte-pièce	Syn_⊂	accessoire N 1
emporte-pièce	Syn_∩	moule N, masc I.b
à l’emporte-pièce	Syn_∩	acerbe
à l’emporte-pièce	Syn_∩	cinglant
à l’emporte-pièce	Syn_∩	mordant
à l’emporte-pièce	Syn_∩	inconsidéré
à l’emporte-pièce	Syn_∩	inconsidérément
agence	Syn_∩	bureau II.3a
agence	Syn_∩	comptoir II
office II.1	Syn_∩	bureau II.3a
comité II	Syn_∩	bureau II.3b
bureau II.2b	S_1	personnel N a
établi Adj II	Syn_∩	assis III.2
établi Adj II	Syn_∩	stable I
établi Adj II	Syn_∩	fondé II.2
juste Adv II.1	Syn_∩	seulement 2
juste bon	Magn	tout Adv
ressortissant	Syn_⊂	citoyen N
ressortissant	Syn_⊃^sex	ressortissante
ressortissant	Syn_∩	national N
ressortissante	Syn_⊂	citoyenne
ressortissante	Syn_⊂^sex	ressortissant
passement 1	Gener	tissu I
citoyenneté II	Syn_∩	civisme
citoyenneté II	Syn_∩	civilité I
civilité I	Syn_∩	politesse
civisme	Syn_∩	citoyenneté II
civilité II.1	Syn_∩	compliment a
civilité II.2	S_1	Madame
civilité II.2	S_1	Mademoiselle
civilité II.2	S_1	Monsieur 2
cotisation	Gener	dépense
taxe	Syn_∩	impôt I
taxe	A_3	taxé
charge III.1	Syn_∩	impôt I
charge III.1	Syn_∩	taxe
prélèvement	Gener	dépense
prélèvement	Syn_∩	impôt I
alligator	Cf	crocodile I
alligator	Gener	reptile a
alligator	Gener	reptiles b
vagir	Syn_⊂	crier I.1b
travers	Syn_∩	largeur I
commission I	Syn_∩	comité II
commission I	Syn_∩	bureau II.3b
pièce à conviction 1	Syn_∩	preuve 1
pièce à conviction 2	Syn_∩	argument
croco	Syn	crocodile II
caïman	Cf	crocodile I
caïman	Gener	reptile a
caïman	Gener	reptiles b
gavial	Cf	crocodile I
gavial	Gener	reptile a
gavial	Gener	reptiles b
pièce montée I	Gener	pâtisserie II
vagissement	S_1^prototyp	crocodile I
pièce montée III	Syn_∩	beaucoup I.1
obstiné Adj b	Syn_∩	têtu Adj I.b
têtu Adj I.b	Syn_∩	obstiné Adj b
obstiné N	Syn_⊃^sex	obstinée
obstinée	Syn_⊂^sex	obstiné N
s’obstiner I	S_1^usual	obstiné N
s’obstiner I	S_1^usual	obstinée
s’obstiner I	Able_1	obstiné Adj a
s’obstiner I	S_0	obstination I
s’obstiner I	Syn_∩	s’entêter
s’obstiner II	S_0	obstination II
n’avoir plus que les yeux pour pleurer	S_2∩	défaite
n’avoir plus que les yeux pour pleurer	S_2∩	ruine II
n’avoir plus que les yeux pour pleurer	Syn_∩	regretter II.1
obstination I	V_0	s’obstiner I
obstination II	V_0	s’obstiner II
pièce montée II	Syn_∩	pyramide II
faire pièce	Syn_∩	s’opposer
rendre la monnaie de sa pièce	Syn_∩	se venger
sur pied II	Syn_∩	debout III.3
donner la pièce	Syn_∩	donner I.3
donner la pièce	Syn_∩	récompenser
pièce à pièce	Syn_∩	petit à petit
pièce à pièce	Syn_∩	progressivement
se réunir	S_0	réunion II.1
pièce d’ameublement	S_2^prototyp	pièce III.a
pièce d’ameublement	S_2^prototyp	appartement 1
pièce d’ameublement	S_2^prototyp	maison I.1
de pièces et de morceaux	Syn_∩	de toutes pièces
verbal I	Syn_∩	oral Adj
virtuose Adj	Anti_⊂	nul Adj 1 II
virtuose Adj	S_1^prototyp	musicien N
virtuose Adj	S_1^prototyp	musicienne
en ligne	Anti_∩	en local
virtuose N, masc 2	Syn_⊃^sex	virtuose N, fém 2
virtuose N, masc 2	Syn_∩	génie II
virtuose N, masc 1	Syn_⊃^sex	virtuose N, fém 2
virtuose N, fém 2	Syn_⊂^sex	virtuose N, masc 2
fantasy	Syn_∩	science-fiction
debout II	Anti	assis I.2
debout II	Anti	couché II
tailler en pièces II	Magn	critiquer
tailler en pièces I	Syn_∩	massacrer
tailler en pièces I	Syn_∩	tuer I
train à grande vitesse	Syn	T.G.V.
XIII a	Syn	treize I.1a
glisse	Syn_⊂	déplacement I.2a
pièce II.6a	Gener	contenant
train express régional	Syn	TER
pièce II.6b	Syn_⊂	quantité 1
réseau express régional	Syn	R.E.R I
sur pièces	Syn_∩	noir sur blanc
sur pièces	Anti_∩	théoriquement
R.E.R II	Syn_⊂	train 1 I
R.E.R II	Contr	métro II.1
R.E.R II	Gener	moyen de transport
R.E.R II	Gener	train 1 I
R.E.R II	Holo	R.E.R I
remettre I.1	Syn_⊂	mettre I.1a
pièce de musée	Syn_∩	pièce de collection
virtuose N, fém 1	Syn_⊂	musicienne
virtuose N, fém 1	Syn_⊂^sex	virtuose N, masc 1
pièce de collection	Syn_∩	pièce de musée
pièce de collection	Syn_∩	rareté II.2
pièce de collection	Syn_∩	excentricité 1 II.2
pièce de collection	Syn_∩	trésor III.1
lever V III	Cf	réveiller a
lever V III	S_0∩	lever N I
lever V III	A_2Perf	debout III.1
lever V III	A_2Perf	levé II
pipe IV	Syn	gosier
chevaux II.1	Redun	fiscal
chevaux II.1	Syn	cv
chevaux II.2	Oper_1	faire II.1
sur pied I.2	Syn_∩	valide I
sur pied I.2	Syn_∩	bien Adj I.2b
sur pied I.2	Anti_∩	invalide Adj I
clouer I	Syn_⊂	fixer I
clouer I	S_med	clou I
clouer I	A_2Perf	cloué I
clouer II.1a	A_2Perf	cloué II.1a
cloué I	Syn_⊂	attaché I
clouer au lit	S_1^prototyp	maladie I.1a
clouer au lit	S_2^prototyp	malade N, masc I
clouer au lit	S_2^prototyp	malade N, fém I
clouer au lit	A_2	cloué au lit
clouer au lit	Syn_∩	aliter 2
cloué au lit	Syn_∩	malade Adj I.1a
clouer le bec 1	Result_2	se taire I.b
clouer II.2	A_2Perf	cloué II.2
cloué II.2	Syn_⊂	immobile
clouer II.1b	A_2Perf	cloué II.1b
volcan gris	Gener	volcan I
volcan rouge	Gener	volcan I
remettre III	A_3Perf	debout III.3
remettre III	S_0	remise
angélique 2	Syn	d’ange
absorber II.2	Syn_∩	avaler III
absorber II.2	Syn_∩	aspirer 1 I.3c
embout	Syn_⊂	morceau I.1a
peloton II.2	Syn_⊂	groupe 1
peloton de tête	Fact_2	mener II
poste de radio	Syn	radio 1 II
câble 2	Redun	électrique a
peloton II.1	Syn_⊂	groupe 1
peloton I	Syn_∩	boule I.2a
sur II.2	Syn_∩	à I.2
en peloton	Anti_∩	debout I.a
vélo tout terrain 1	Syn_⊂	vélo I
vélo tout terrain 1	Syn	VTT 1
vélo tout chemin 1	Syn_⊂	vélo I
vélo tout chemin 1	Syn	VTC 1
réel Adj III	Syn_∩	franc Adj 1 III
réel Adj III	Syn_∩	vrai Adj III
cochon N I.2	Syn	porc I.2
connecter I	Anti	déconnecter
connecter I	S_0	connexion
connecter I	Syn_∩	articuler 1 I
exploser I.1b	Syn_⊂	exploser I.1a
partie du corps	Holo	corps I.1a
établi Adj I	Syn_∩	situé
établi Adj I	Syn_∩	fondé I
stable I	Syn_∩	établi Adj II
stable I	Syn_∩	durable
durable	Syn_∩	établi Adj II
trompe	Gener	partie du corps
monde V	Syn_∩	gens
bombe sexuelle	Syn_∩	volcan III.1
s’éteindre II	Syn_∩	disparaître III
sis	Syn	situé
endormi II	Syn_∩	inactif II
fermement	Syn_∩	solidement II
solidement II	Syn_∩	fermement
actif Adj II	Syn_∩	dynamique Adj I
actif Adj IV	Syn_∩	efficace
actif Adj III	Anti	inactif II
soigneusement	Syn_∩	proprement III.1
courriel II	Syn	courrier électronique II
courriel II	Syn	e-mail II.2
courriel II	Syn	mail II.2
courriel II	Syn	mél II.2
courriel II	S_1	utilisateur
courriel II	S_1	utilisatrice
courriel II	Real_1	utiliser I.1
courriel II	Real_1	se servir I
courriel II	Real_1	communiquer I.1
courriel II	Syn_∩	application II
courriel II	Fact_0	fonctionner I.1a
courriel II	Fact_0	marcher VI.1a
courriel II	Mero	adresse électronique
courriel II	S_instr	serveur 2
courriel II	S_med	boîte mail
courriel II	Gener	moyen de communication
magistrature	Sing	magistrat
magistrature	Sing	magistrate
e-mail II.1	Syn	mail II.1
e-mail II.1	Syn	adresse courriel
e-mail II.1	Syn	adresse de courrier électronique
e-mail II.1	Syn	adresse électronique
e-mail II.1	Syn	adresse e-mail
e-mail II.1	Syn	adresse mail
e-mail II.1	Syn	mél II.1
magistrature assise	Contr	magistrature debout
magistrature assise	Gener	magistrature
mail II.1	Syn	e-mail II.1
mail II.1	Syn	adresse courriel
mail II.1	Syn	adresse de courrier électronique
mail II.1	Syn	adresse électronique
mail II.1	Syn	adresse e-mail
mail II.1	Syn	adresse mail
mail II.1	Syn	mél II.1
mail II.1	Gener	coordonnées II
mail II.2	Syn	courriel II
mail II.2	Syn	courrier électronique II
mail II.2	Syn	e-mail II.2
mail II.2	Syn	mél II.2
coordonnées II	Hypo	mail II.1
courrier électronique II	Syn	courriel II
courrier électronique II	Syn	e-mail II.2
courrier électronique II	Syn	mail II.2
courrier électronique II	Syn	mél II.2
inoubliable	Syn_∩	immortel Adj II
inoubliable	Syn_∩	mémorable I
messagerie	S_2	courriel I
auteure II.a	Syn_⊂^sex	auteur II.a
auteur II.b	Syn_∩	écrivain
auteur II.b	Syn_⊃^sex	auteure II.b
auteure II.b	Syn_⊂^sex	auteur II.b
spam I	Syn_⊂	courriel I
spam I	Syn	pourriel
pourriel	Syn	spam I
pourriel	Syn_⊂	courriel I
spam II	Syn_∩	hameçonnage
pièce jointe	Gener	fichier II
pièce jointe	S_2	courriel I
pièce jointe	Syn	pj 1
se coucher I.1b	Syn	s’allonger 2 I.b
s’allonger 2 I.b	Syn	se coucher I.1b
s’allonger 2 I.b	Contr	se lever I.b
s’allonger 2 I.b	Cf	s’asseoir I.b
pic I.2	Syn_∩	piquet
tourner V	Syn_∩	virer II.a
couché II	Cf	assis I.2
couché II	Anti	debout II
magnum II.1	Gener	arme à feu
magnum II.2	Syn_⊂	balle II
magnum II.2	Gener	munitions
couché I.2	Caus_1Pred	s’appuyer I
se déclencher	Conv_21	déclencher
toucher V III.2	Syn_∩	s’abattre I
toucher V III.2	Syn_∩	atteindre IV.2
